idade,genero,cor_raca,SG_UF_IES,nivel_ensino,situacao_trabalho,setor,tamanho_empresa,cargo,nivel_cargo,faixa_salarial,exp_dados,exp_ti,satisfacao,motivo_insatisfacao,modelo_trabalho,modelo_ideal,layoff,sql,r,python,c_cpp_csharp,dotnet,java,javascript,postgresql,bigquery,snowflake,databricks,azure,aws,gcp,powerbi,tableau,looker_studio,excel_planilhas
26,Feminino,Branca,PR,Pós-graduação,Empregado (CLT),Varejo,Acima de 3.000,Cientista de Dados/Data Scientist,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Menos de 1 ano,1.0,,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
30,Masculino,Parda,SP,Graduação/Bacharelado,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,de 3 a 4 anos,1.0,,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Masculino,Branca,SP,Graduação/Bacharelado,Empregado (CLT),Varejo,Acima de 3.000,Analytics Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
39,Masculino,Branca,MG,Mestrado,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,,,de R$ 30.001/mês a R$ 40.000/mês,de 4 a 6 anos,de 1 a 2 anos,1.0,,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",,,,,,,,,,,,,,,,,,
32,Masculino,Amarela,,Graduação/Bacharelado,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Área de Consultoria,Acima de 3.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 25.001/mês a R$ 30.000/mês,de 7 a 10 anos,de 1 a 2 anos,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
21,Masculino,Branca,RS,Estudante de Graduação,Empregado (CLT),Indústria,Acima de 3.000,Cientista de Dados/Data Scientist,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Menos de 1 ano,0.0,"Falta de maturidade analítica na empresa, Falta de oportunidade de crescimento no emprego atual, Gostaria de receber mais benefícios",Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
42,Feminino,Branca,SP,Doutorado ou Phd,Freelancer,Área da Saúde,de 11 a 50,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,de 7 a 10 anos,1.0,,Modelo 100% remoto,Modelo 100% remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
31,Feminino,Parda,SP,Mestrado,Empregado (CLT),Área da Saúde,Acima de 3.000,Analista de Negócios/Business Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,de 3 a 4 anos,1.0,,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,,,,,,,,,,,,,,,,,,
27,Feminino,Branca,SP,Graduação/Bacharelado,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
26,Masculino,Branca,SP,Graduação/Bacharelado,Empregado (CLT),Tecnologia/Fábrica de Software,de 1.001 a 3.000,,,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,,,,,,,,,,,,,,,,,,
56,Feminino,Branca,SC,Graduação/Bacharelado,Freelancer,Filantropia/ONG's,de 6 a 10,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,de 1 a 2 anos,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
20,Masculino,Preta,DF,Estudante de Graduação,Estagiário,Educação,de 1.001 a 3.000,Cientista de Dados/Data Scientist,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Menos de 1 ano,1.0,,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
47,Masculino,Preta,BA,Graduação/Bacharelado,Empreendedor ou Empregado (CNPJ),Setor Alimentício,de 51 a 100,,,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,Mais de 10 anos,0.0,"Falta de maturidade analítica na empresa, Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado",Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,,,,,,,,,,,,,,,,,,
41,Feminino,Parda,SC,Não tenho graduação formal,Empregado (CLT),Indústria,de 101 a 500,Outra Opção,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0.0,Falta de oportunidade de crescimento no emprego atual,Modelo 100% presencial,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36,Masculino,Branca,RS,Pós-graduação,Empregado (CLT),Indústria,Acima de 3.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,de 7 a 10 anos,1.0,,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
47,Masculino,Parda,SP,Pós-graduação,Empregado (CLT),Varejo,Acima de 3.000,,,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Mais de 10 anos,1.0,,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,,,,,,,,,,,,,,,,,,
29,Feminino,Branca,RJ,Pós-graduação,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
30,Masculino,Branca,RS,Graduação/Bacharelado,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,Analytics Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,de 1 a 2 anos,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
29,Masculino,Branca,SP,Mestrado,Empregado (CLT),Tecnologia/Fábrica de Software,de 1.001 a 3.000,,,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,de 3 a 4 anos,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,,,,,,,,,,,,,,,,,,
28,Masculino,Branca,SP,Graduação/Bacharelado,Empregado (CLT),Varejo,Acima de 3.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
30,Masculino,Parda,RJ,Pós-graduação,Empregado (CLT),Educação,de 501 a 1.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,de 1 a 2 anos,1.0,,Modelo 100% remoto,Modelo 100% remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Masculino,Branca,DF,Graduação/Bacharelado,Empregado (CLT),Outra Opção,Acima de 3.000,Analista de Inteligência de Mercado/Market Intelligence,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0.0,"Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual, Gostaria de trabalhar em em outra área de atuação",Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
28,Masculino,Preta,PR,Graduação/Bacharelado,Empregado (CLT),Varejo,Acima de 3.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
42,Masculino,Branca,MG,Não tenho graduação formal,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,,,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Menos de 1 ano,1.0,,Modelo 100% remoto,Modelo 100% remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",,,,,,,,,,,,,,,,,,
30,Masculino,Branca,SP,Graduação/Bacharelado,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,Cientista de Dados/Data Scientist,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,Menos de 1 ano,0.0,Volta ao presencial,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
24,Masculino,Branca,SC,Graduação/Bacharelado,Estagiário,Educação,de 51 a 100,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Júnior,Menos de R$ 1.000/mês,Menos de 1 ano,de 1 a 2 anos,0.0,Salário atual não corresponde ao mercado,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0
35,Feminino,Parda,GO,Graduação/Bacharelado,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Masculino,Preta,SP,Graduação/Bacharelado,Empregado (CLT),Outra Opção,de 51 a 100,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,de 1 a 2 anos,1.0,,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
42,Masculino,Branca,SP,Mestrado,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Mais de 10 anos,1.0,,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
30,Feminino,Branca,PE,Estudante de Graduação,Estagiário,Setor Público,Acima de 3.000,Cientista de Dados/Data Scientist,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0.0,Falta de oportunidade de crescimento no emprego atual,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
37,Masculino,Branca,SP,Doutorado ou Phd,Empregado (CLT),Finanças ou Bancos,de 1.001 a 3.000,,,de R$ 20.001/mês a R$ 25.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% remoto,Modelo 100% remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",,,,,,,,,,,,,,,,,,
32,Masculino,Parda,RJ,Graduação/Bacharelado,Empregado (CLT),Outra Opção,de 11 a 50,Outra Opção,Pleno,de R$ 1.001/mês a R$ 2.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0.0,"Gostaria de trabalhar em em outra área de atuação, Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual",Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
33,Feminino,Branca,GO,Pós-graduação,Empregado (CLT),Indústria,Acima de 3.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26,Masculino,Branca,PR,Pós-graduação,Empreendedor ou Empregado (CNPJ),Outra Opção,de 1.001 a 3.000,Analytics Engineer,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0.0,"O clima de trabalho/ambiente não é bom, Falta de maturidade analítica na empresa, Falta de oportunidade de crescimento no emprego atual",Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
31,Masculino,Branca,MG,Mestrado,Empregado (CLT),Outra Opção,de 501 a 1.000,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,de 1 a 2 anos,1.0,,Modelo 100% remoto,Modelo 100% remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
28,Masculino,Branca,PR,Graduação/Bacharelado,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Finanças ou Bancos,de 1.001 a 3.000,Analytics Engineer,Sênior,de R$ 30.001/mês a R$ 40.000/mês,de 5 a 6 anos,Menos de 1 ano,1.0,,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
30,Masculino,Branca,SP,Pós-graduação,Empregado (CLT),Telecomunicação,Acima de 3.000,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,de 3 a 4 anos,1.0,,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
26,Masculino,Preta,PR,Graduação/Bacharelado,Empregado (CLT),Indústria,de 101 a 500,Analista de BI/BI Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Menos de 1 ano,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
27,Masculino,Preta,RJ,Mestrado,Empregado (CLT),Internet/Ecommerce,de 501 a 1.000,,,de R$ 20.001/mês a R$ 25.000/mês,de 7 a 10 anos,de 3 a 4 anos,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido com dias fixos de trabalho presencial,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",,,,,,,,,,,,,,,,,,
30,Feminino,Parda,SP,Graduação/Bacharelado,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,de 1 a 2 anos,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
34,Masculino,Preta,SP,Graduação/Bacharelado,Empreendedor ou Empregado (CNPJ),Varejo,de 11 a 50,,,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 1 a 2 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",,,,,,,,,,,,,,,,,,
28,Masculino,Branca,SP,Graduação/Bacharelado,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Masculino,Parda,SC,Graduação/Bacharelado,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
31,Masculino,Parda,SP,Pós-graduação,Empreendedor ou Empregado (CNPJ),Indústria,de 101 a 500,Analista de Inteligência de Mercado/Market Intelligence,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,de 3 a 4 anos,1.0,,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
22,Masculino,Branca,SP,Graduação/Bacharelado,Empreendedor ou Empregado (CNPJ),Setor Alimentício,de 101 a 500,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Menos de 1 ano,1.0,,Modelo 100% remoto,Modelo híbrido com dias fixos de trabalho presencial,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
33,Masculino,Branca,ES,Mestrado,Empreendedor ou Empregado (CNPJ),Área da Saúde,de 11 a 50,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Menos de 1 ano,1.0,,Modelo 100% remoto,Modelo 100% remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,Masculino,Amarela,SP,Graduação/Bacharelado,Empregado (CLT),Área de Consultoria,de 51 a 100,,,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,,,,,,,,,,,,,,,,,,
31,Masculino,Branca,SP,Mestrado,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Internet/Ecommerce,de 101 a 500,,,de R$ 25.001/mês a R$ 30.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",,,,,,,,,,,,,,,,,,
34,Masculino,Parda,PB,Pós-graduação,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Masculino,Parda,SC,Graduação/Bacharelado,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 11 a 50,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Menos de 1 ano,0.0,"Gostaria de receber mais benefícios, Salário atual não corresponde ao mercado",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
26,Masculino,Branca,SP,Graduação/Bacharelado,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios",Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
